  1: Lobby            (lvl. 0)
  2: Legendary Lounge (lvl. 0)
  3: Soda Brewery     (lvl. 1)
  4: Residential      (lvl. 2)
  5: Purple           (lvl. 2)
  6: Residential      (lvl. 2)
  7: Yellow           (lvl. 2)
  8: Blue             (lvl. 2)
  9: Residential      (lvl. 2)
 10: Green            (lvl. 2)
 11: Red              (lvl. 2)
 12: Residential      (lvl. 2)
 13: Purple           (lvl. 2)
 14: Yellow           (lvl. 2)
 15: Residential      (lvl. 2)
 16: Blue             (lvl. 2)
 17: Green            (lvl. 2)
 18: Residential      (lvl. 2)
 19: Red              (lvl. 2)
 20: Purple           (lvl. 2)
 21: Residential      (lvl. 2)
 22: Yellow           (lvl. 2)
 23: Blue             (lvl. 2)
 24: Residential      (lvl. 2)
 25: Green            (lvl. 2)
 26: Red              (lvl. 2)
 27: Residential      (lvl. 2)
 28: Purple           (lvl. 2)
 29: Yellow           (lvl. 2)
 30: Residential      (lvl. 2)
 31: Blue             (lvl. 2)
 32: Green            (lvl. 2)
 33: Residential      (lvl. 2)
 34: Red              (lvl. 2)
 35: Purple           (lvl. 2)
 36: Residential      (lvl. 2)
 37: Yellow           (lvl. 2)
 38: Blue             (lvl. 2)
 39: Residential      (lvl. 2)
 40: Green            (lvl. 2)
 41: Red              (lvl. 2)
 42: Residential      (lvl. 2)
 43: Purple           (lvl. 2)
 44: Yellow           (lvl. 2)
 45: Residential      (lvl. 2)
 46: Blue             (lvl. 2)
 47: Green            (lvl. 2)
 48: Residential      (lvl. 2)
 49: Red              (lvl. 2)
 50: Purple           (lvl. 2)
 51: Residential      (lvl. 2)
 52: Yellow           (lvl. 2)
 53: Blue             (lvl. 2)
 54: Residential      (lvl. 2)
 55: Green            (lvl. 2)
 56: Red              (lvl. 2)
 57: Residential      (lvl. 2)
 58: Purple           (lvl. 2)
 59: Yellow           (lvl. 2)
 60: Residential      (lvl. 2)
 61: Blue             (lvl. 2)
 62: Green            (lvl. 2)
 63: Residential      (lvl. 2)
 64: Red              (lvl. 2)
 65: Purple           (lvl. 2)
 66: Residential      (lvl. 2)
 67: Yellow           (lvl. 2)
 68: Blue             (lvl. 2)
 69: Residential      (lvl. 2)
 70: Green            (lvl. 2)
 71: Red              (lvl. 2)
 72: Residential      (lvl. 2)
 73: Purple           (lvl. 2)
 74: Yellow           (lvl. 2)
 75: Residential      (lvl. 2)
 76: Blue             (lvl. 2)
 77: Green            (lvl. 2)
 78: Residential      (lvl. 2)
 79: Red              (lvl. 2)
 80: Purple           (lvl. 2)
 81: Residential      (lvl. 2)
 82: Yellow           (lvl. 2)
 83: Blue             (lvl. 2)
 84: Residential      (lvl. 2)
 85: Green            (lvl. 2)
 86: Red              (lvl. 2)
 87: Residential      (lvl. 2)
 88: Purple           (lvl. 2)
 89: Yellow           (lvl. 2)
 90: Residential      (lvl. 2)
 91: Blue             (lvl. 2)
 92: Green            (lvl. 2)
 93: Residential      (lvl. 2)
 94: Red              (lvl. 2)
 95: Purple           (lvl. 2)
 96: Residential      (lvl. 2)
 97: Yellow           (lvl. 2)
 98: Blue             (lvl. 2)
 99: Residential      (lvl. 2)
100: Green            (lvl. 2)
101: Red              (lvl. 2)
102: Residential      (lvl. 2)
103: Purple           (lvl. 2)
104: Yellow           (lvl. 2)
105: Residential      (lvl. 2)
106: Blue             (lvl. 2)
107: Green            (lvl. 2)
108: Residential      (lvl. 2)
109: Red              (lvl. 2)
110: Purple           (lvl. 2)
111: Residential      (lvl. 2)
112: Yellow           (lvl. 2)
113: Blue             (lvl. 2)
114: Residential      (lvl. 2)
115: Green            (lvl. 2)
116: Red              (lvl. 2)
117: Residential      (lvl. 2)
118: Purple           (lvl. 2)
119: Yellow           (lvl. 2)
120: Residential      (lvl. 2)
121: Blue             (lvl. 2)
122: Green            (lvl. 2)
123: Residential      (lvl. 2)
124: Red              (lvl. 2)
125: Purple           (lvl. 1)
126: Residential      (lvl. 1)
127: Yellow           (lvl. 1)
128: Residential      (lvl. 1)
129: Blue             (lvl. 1)
130: Green            (lvl. 1)
131: Residential      (lvl. 1)
132: Red              (lvl. 1)
133: Purple           (lvl. 1)
134: Residential      (lvl. 1)
135: Yellow           (lvl. 1)
136: Residential      (lvl. 1)
137: Blue             (lvl. 1)
138: Green            (lvl. 1)
139: Residential      (lvl. 1)
140: Red              (lvl. 1)
141: Purple           (lvl. 1)
142: Residential      (lvl. 1)
143: Yellow           (lvl. 1)
144: Residential      (lvl. 1)
145: Blue             (lvl. 1)
146: Green            (lvl. 1)
147: Residential      (lvl. 1)
148: Red              (lvl. 1)
149: Purple           (lvl. 1)
150: Residential      (lvl. 1)
151: Yellow           (lvl. 1)
152: Residential      (lvl. 1)
153: Blue             (lvl. 1)
154: Green            (lvl. 1)
155: Residential      (lvl. 1)
156: Red              (lvl. 1)
157: Purple           (lvl. 1)
158: Residential      (lvl. 1)
159: Yellow           (lvl. 1)
160: Residential      (lvl. 1)
161: Blue             (lvl. 1)
162: Green            (lvl. 1)
163: Residential      (lvl. 1)
164: Red              (lvl. 1)
165: Purple           (lvl. 1)
166: Residential      (lvl. 1)
167: Yellow           (lvl. 1)
168: Residential      (lvl. 1)
169: Blue             (lvl. 1)
170: Green            (lvl. 1)
171: Residential      (lvl. 1)
172: Red              (lvl. 1)
173: Purple           (lvl. 1)
174: Residential      (lvl. 1)
175: Yellow           (lvl. 1)
176: Residential      (lvl. 1)
177: Blue             (lvl. 1)
178: Green            (lvl. 1)
179: Residential      (lvl. 1)
180: Red              (lvl. 1)
181: Purple           (lvl. 1)
182: Residential      (lvl. 1)
183: Yellow           (lvl. 1)
184: Residential      (lvl. 1)
185: Blue             (lvl. 1)
186: Green            (lvl. 1)
187: Residential      (lvl. 1)
188: Red              (lvl. 1)
189: Purple           (lvl. 1)
190: Residential      (lvl. 1)
191: Yellow           (lvl. 1)
192: Residential      (lvl. 1)
193: Blue             (lvl. 1)
194: Green            (lvl. 1)
195: Residential      (lvl. 1)
196: Red              (lvl. 1)
197: Purple           (lvl. 1)
198: Residential      (lvl. 1)
199: Yellow           (lvl. 1)
200: Residential      (lvl. 1)
201: Blue             (lvl. 1)
202: Green            (lvl. 1)
203: Residential      (lvl. 1)
204: Red              (lvl. 1)
205: Purple           (lvl. 1)
206: Residential      (lvl. 1)
207: Yellow           (lvl. 1)
208: Residential      (lvl. 1)
209: Blue             (lvl. 1)
210: Green            (lvl. 1)
211: Residential      (lvl. 1)
212: Red              (lvl. 1)
213: Purple           (lvl. 1)
214: Residential      (lvl. 1)
215: Yellow           (lvl. 1)
216: Residential      (lvl. 1)
217: Blue             (lvl. 1)
218: Green            (lvl. 1)
219: Residential      (lvl. 1)
220: Red              (lvl. 1)
221: Purple           (lvl. 1)
222: Residential      (lvl. 1)
223: Yellow           (lvl. 1)
224: Residential      (lvl. 1)
225: Blue             (lvl. 1)
226: Green            (lvl. 1)
227: Residential      (lvl. 1)
228: Red              (lvl. 1)
229: Purple           (lvl. 1)
230: Residential      (lvl. 1)
231: Yellow           (lvl. 1)
232: Residential      (lvl. 1)
233: Blue             (lvl. 1)
234: Green            (lvl. 1)
235: Residential      (lvl. 1)
236: Red              (lvl. 1)
237: Purple           (lvl. 1)
238: Residential      (lvl. 1)
239: Yellow           (lvl. 1)
240: Residential      (lvl. 1)
241: Blue             (lvl. 1)
242: Green            (lvl. 1)
243: Residential      (lvl. 1)
244: Red              (lvl. 1)
245: Purple           (lvl. 1)
246: Residential      (lvl. 1)
247: Yellow           (lvl. 1)
248: Residential      (lvl. 1)
249: Blue             (lvl. 1)
250: Green            (lvl. 1)
251: Residential      (lvl. 1)
252: Red              (lvl. 1)
253: Purple           (lvl. 1)
254: Residential      (lvl. 1)
255: Yellow           (lvl. 1)
256: Residential      (lvl. 1)
257: Blue             (lvl. 1)
258: Green            (lvl. 1)
259: Residential      (lvl. 1)
260: Red              (lvl. 1)
261: Purple           (lvl. 1)
262: Residential      (lvl. 1)
263: Yellow           (lvl. 1)
264: Residential      (lvl. 1)
265: Blue             (lvl. 1)
266: Green            (lvl. 1)
267: Residential      (lvl. 1)
268: Red              (lvl. 1)
269: Purple           (lvl. 1)
270: Residential      (lvl. 1)
271: Yellow           (lvl. 1)
272: Residential      (lvl. 1)
273: Blue             (lvl. 1)
274: Green            (lvl. 1)
275: Residential      (lvl. 1)
276: Red              (lvl. 1)
277: Purple           (lvl. 1)
278: Residential      (lvl. 1)
279: Yellow           (lvl. 1)
280: Residential      (lvl. 1)
281: Blue             (lvl. 1)
282: Green            (lvl. 1)
283: Residential      (lvl. 1)
284: Red              (lvl. 1)
285: Purple           (lvl. 1)
286: Residential      (lvl. 1)
287: Yellow           (lvl. 1)
288: Residential      (lvl. 1)
289: Blue             (lvl. 1)
290: Green            (lvl. 1)
291: Residential      (lvl. 1)
292: Red              (lvl. 1)
293: Purple           (lvl. 1)
294: Residential      (lvl. 1)
295: Yellow           (lvl. 1)
296: Residential      (lvl. 1)
297: Blue             (lvl. 1)
298: Green            (lvl. 1)
299: Residential      (lvl. 1)
300: Red              (lvl. 1)
