  1: Lobby            (lvl. 0)
  2: Legendary Lounge (lvl. 0)
  3: Soda Brewery     (lvl. 1)
  4: Residential      (lvl. 2)
  5: Purple           (lvl. 2)
  6: Residential      (lvl. 2)
  7: Yellow           (lvl. 2)
  8: Blue             (lvl. 2)
  9: Residential      (lvl. 2)
 10: Green            (lvl. 2)
 11: Red              (lvl. 2)
 12: Residential      (lvl. 2)
 13: Purple           (lvl. 2)
 14: Yellow           (lvl. 2)
 15: Residential      (lvl. 2)
 16: Blue             (lvl. 2)
 17: Green            (lvl. 2)
 18: Residential      (lvl. 2)
 19: Red              (lvl. 2)
 20: Purple           (lvl. 2)
 21: Residential      (lvl. 2)
 22: Yellow           (lvl. 2)
 23: Blue             (lvl. 2)
 24: Residential      (lvl. 2)
 25: Green            (lvl. 2)
 26: Red              (lvl. 2)
 27: Residential      (lvl. 2)
 28: Purple           (lvl. 2)
 29: Yellow           (lvl. 2)
 30: Residential      (lvl. 2)
 31: Blue             (lvl. 2)
 32: Green            (lvl. 2)
 33: Residential      (lvl. 2)
 34: Red              (lvl. 2)
 35: Purple           (lvl. 2)
 36: Residential      (lvl. 2)
 37: Yellow           (lvl. 2)
 38: Blue             (lvl. 2)
 39: Residential      (lvl. 2)
 40: Green            (lvl. 2)
 41: Red              (lvl. 2)
 42: Residential      (lvl. 2)
 43: Purple           (lvl. 2)
 44: Yellow           (lvl. 2)
 45: Residential      (lvl. 2)
 46: Blue             (lvl. 2)
 47: Green            (lvl. 2)
 48: Residential      (lvl. 2)
 49: Red              (lvl. 2)
 50: Purple           (lvl. 2)
 51: Residential      (lvl. 2)
 52: Yellow           (lvl. 2)
 53: Blue             (lvl. 2)
 54: Residential      (lvl. 2)
 55: Green            (lvl. 2)
 56: Red              (lvl. 2)
 57: Residential      (lvl. 2)
 58: Purple           (lvl. 2)
 59: Yellow           (lvl. 2)
 60: Residential      (lvl. 2)
 61: Blue             (lvl. 2)
 62: Green            (lvl. 2)
 63: Residential      (lvl. 2)
 64: Red              (lvl. 2)
 65: Purple           (lvl. 2)
 66: Residential      (lvl. 2)
 67: Yellow           (lvl. 2)
 68: Blue             (lvl. 2)
 69: Residential      (lvl. 2)
 70: Green            (lvl. 2)
 71: Red              (lvl. 2)
 72: Residential      (lvl. 2)
 73: Purple           (lvl. 2)
 74: Yellow           (lvl. 2)
 75: Residential      (lvl. 2)
 76: Blue             (lvl. 2)
 77: Green            (lvl. 2)
 78: Residential      (lvl. 2)
 79: Red              (lvl. 2)
 80: Purple           (lvl. 2)
 81: Residential      (lvl. 2)
 82: Yellow           (lvl. 2)
 83: Blue             (lvl. 2)
 84: Residential      (lvl. 2)
 85: Green            (lvl. 2)
 86: Red              (lvl. 2)
 87: Residential      (lvl. 2)
 88: Purple           (lvl. 2)
 89: Yellow           (lvl. 2)
 90: Residential      (lvl. 2)
 91: Blue             (lvl. 2)
 92: Green            (lvl. 2)
 93: Residential      (lvl. 2)
 94: Red              (lvl. 2)
 95: Purple           (lvl. 2)
 96: Residential      (lvl. 2)
 97: Yellow           (lvl. 2)
 98: Blue             (lvl. 2)
 99: Residential      (lvl. 2)
100: Green            (lvl. 2)
101: Red              (lvl. 2)
102: Residential      (lvl. 2)
103: Purple           (lvl. 2)
104: Yellow           (lvl. 2)
105: Residential      (lvl. 2)
106: Blue             (lvl. 2)
107: Green            (lvl. 2)
108: Residential      (lvl. 2)
109: Red              (lvl. 2)
110: Purple           (lvl. 2)
111: Residential      (lvl. 2)
112: Yellow           (lvl. 1)
113: Blue             (lvl. 1)
114: Residential      (lvl. 1)
115: Green            (lvl. 1)
116: Residential      (lvl. 1)
117: Red              (lvl. 1)
118: Purple           (lvl. 1)
119: Residential      (lvl. 1)
120: Yellow           (lvl. 1)
121: Blue             (lvl. 1)
122: Residential      (lvl. 1)
123: Green            (lvl. 1)
124: Residential      (lvl. 1)
125: Red              (lvl. 1)
126: Purple           (lvl. 1)
127: Residential      (lvl. 1)
128: Yellow           (lvl. 1)
129: Blue             (lvl. 1)
130: Residential      (lvl. 1)
131: Green            (lvl. 1)
132: Residential      (lvl. 1)
133: Red              (lvl. 1)
134: Purple           (lvl. 1)
135: Residential      (lvl. 1)
136: Yellow           (lvl. 1)
137: Blue             (lvl. 1)
138: Residential      (lvl. 1)
139: Green            (lvl. 1)
140: Residential      (lvl. 1)
141: Red              (lvl. 1)
142: Purple           (lvl. 1)
143: Residential      (lvl. 1)
144: Yellow           (lvl. 1)
145: Blue             (lvl. 1)
146: Residential      (lvl. 1)
147: Green            (lvl. 1)
148: Residential      (lvl. 1)
149: Red              (lvl. 1)
150: Purple           (lvl. 1)
