  1: Lobby            (lvl. 0)
  2: Legendary Lounge (lvl. 0)
  3: Soda Brewery     (lvl. 1)
  4: Residential      (lvl. 2)
  5: Purple           (lvl. 2)
  6: Residential      (lvl. 2)
  7: Yellow           (lvl. 2)
  8: Blue             (lvl. 2)
  9: Residential      (lvl. 2)
 10: Green            (lvl. 2)
 11: Red              (lvl. 2)
 12: Residential      (lvl. 2)
 13: Purple           (lvl. 2)
 14: Yellow           (lvl. 2)
 15: Residential      (lvl. 2)
 16: Blue             (lvl. 2)
 17: Green            (lvl. 2)
 18: Residential      (lvl. 2)
 19: Red              (lvl. 2)
 20: Purple           (lvl. 2)
 21: Residential      (lvl. 2)
 22: Yellow           (lvl. 2)
 23: Blue             (lvl. 2)
 24: Residential      (lvl. 2)
 25: Green            (lvl. 2)
 26: Red              (lvl. 2)
 27: Residential      (lvl. 2)
 28: Purple           (lvl. 2)
 29: Yellow           (lvl. 2)
 30: Residential      (lvl. 2)
 31: Blue             (lvl. 2)
 32: Green            (lvl. 2)
 33: Residential      (lvl. 2)
 34: Red              (lvl. 2)
 35: Purple           (lvl. 2)
 36: Residential      (lvl. 2)
 37: Yellow           (lvl. 2)
 38: Blue             (lvl. 2)
 39: Residential      (lvl. 2)
 40: Green            (lvl. 2)
 41: Red              (lvl. 2)
 42: Residential      (lvl. 2)
 43: Purple           (lvl. 2)
 44: Yellow           (lvl. 2)
 45: Residential      (lvl. 2)
 46: Blue             (lvl. 2)
 47: Green            (lvl. 2)
 48: Residential      (lvl. 2)
 49: Red              (lvl. 2)
 50: Purple           (lvl. 2)
 51: Residential      (lvl. 2)
 52: Yellow           (lvl. 2)
 53: Blue             (lvl. 2)
 54: Residential      (lvl. 1)
 55: Green            (lvl. 1)
 56: Residential      (lvl. 1)
 57: Red              (lvl. 1)
 58: Purple           (lvl. 1)
 59: Residential      (lvl. 1)
 60: Yellow           (lvl. 1)
 61: Blue             (lvl. 1)
 62: Residential      (lvl. 1)
 63: Green            (lvl. 1)
 64: Residential      (lvl. 1)
 65: Red              (lvl. 1)
 66: Purple           (lvl. 1)
 67: Residential      (lvl. 1)
 68: Yellow           (lvl. 1)
 69: Blue             (lvl. 1)
 70: Residential      (lvl. 1)
 71: Green            (lvl. 1)
 72: Residential      (lvl. 1)
 73: Red              (lvl. 1)
 74: Purple           (lvl. 1)
 75: Residential      (lvl. 1)
 76: Yellow           (lvl. 1)
 77: Blue             (lvl. 1)
 78: Residential      (lvl. 1)
 79: Green            (lvl. 1)
 80: Residential      (lvl. 1)
 81: Red              (lvl. 1)
 82: Purple           (lvl. 1)
 83: Residential      (lvl. 1)
 84: Yellow           (lvl. 1)
 85: Blue             (lvl. 1)
 86: Residential      (lvl. 1)
 87: Green            (lvl. 1)
 88: Residential      (lvl. 1)
 89: Red              (lvl. 1)
 90: Purple           (lvl. 1)
 91: Residential      (lvl. 1)
 92: Yellow           (lvl. 1)
 93: Blue             (lvl. 1)
 94: Residential      (lvl. 1)
 95: Green            (lvl. 1)
 96: Residential      (lvl. 1)
 97: Red              (lvl. 1)
 98: Purple           (lvl. 1)
 99: Residential      (lvl. 1)
100: Yellow           (lvl. 1)
101: Blue             (lvl. 1)
102: Residential      (lvl. 1)
103: Green            (lvl. 1)
104: Residential      (lvl. 1)
105: Red              (lvl. 1)
106: Purple           (lvl. 1)
107: Residential      (lvl. 1)
108: Yellow           (lvl. 1)
109: Blue             (lvl. 1)
110: Residential      (lvl. 1)
111: Green            (lvl. 1)
112: Residential      (lvl. 1)
113: Red              (lvl. 1)
114: Purple           (lvl. 1)
115: Residential      (lvl. 1)
116: Yellow           (lvl. 1)
117: Blue             (lvl. 1)
118: Residential      (lvl. 1)
119: Green            (lvl. 1)
120: Residential      (lvl. 1)
121: Red              (lvl. 1)
122: Purple           (lvl. 1)
123: Residential      (lvl. 1)
124: Yellow           (lvl. 1)
125: Blue             (lvl. 1)
126: Residential      (lvl. 1)
127: Green            (lvl. 1)
128: Residential      (lvl. 1)
129: Red              (lvl. 1)
130: Purple           (lvl. 1)
131: Residential      (lvl. 1)
132: Yellow           (lvl. 1)
133: Blue             (lvl. 1)
134: Residential      (lvl. 1)
135: Green            (lvl. 1)
136: Residential      (lvl. 1)
137: Red              (lvl. 1)
138: Purple           (lvl. 1)
139: Residential      (lvl. 1)
140: Yellow           (lvl. 1)
141: Blue             (lvl. 1)
142: Residential      (lvl. 1)
143: Green            (lvl. 1)
144: Residential      (lvl. 1)
145: Red              (lvl. 1)
146: Purple           (lvl. 1)
147: Residential      (lvl. 1)
148: Yellow           (lvl. 1)
149: Blue             (lvl. 1)
150: Residential      (lvl. 1)
