  1: Lobby            (lvl. 0)
  2: Legendary Lounge (lvl. 0)
  3: Soda Brewery     (lvl. 2)
  4: Residential      (lvl. 3)
  5: Purple           (lvl. 3)
  6: Residential      (lvl. 3)
  7: Yellow           (lvl. 3)
  8: Blue             (lvl. 3)
  9: Residential      (lvl. 3)
 10: Green            (lvl. 3)
 11: Red              (lvl. 3)
 12: Purple           (lvl. 3)
 13: Residential      (lvl. 3)
 14: Yellow           (lvl. 3)
 15: Blue             (lvl. 3)
 16: Residential      (lvl. 3)
 17: Green            (lvl. 3)
 18: Red              (lvl. 3)
 19: Residential      (lvl. 3)
 20: Purple           (lvl. 3)
 21: Yellow           (lvl. 3)
 22: Blue             (lvl. 3)
 23: Residential      (lvl. 3)
 24: Green            (lvl. 3)
 25: Red              (lvl. 3)
 26: Residential      (lvl. 3)
 27: Purple           (lvl. 3)
 28: Yellow           (lvl. 3)
 29: Residential      (lvl. 3)
 30: Blue             (lvl. 3)
 31: Green            (lvl. 3)
 32: Red              (lvl. 3)
 33: Residential      (lvl. 3)
 34: Purple           (lvl. 3)
 35: Yellow           (lvl. 3)
 36: Residential      (lvl. 3)
 37: Blue             (lvl. 3)
 38: Green            (lvl. 3)
 39: Residential      (lvl. 3)
 40: Red              (lvl. 3)
 41: Purple           (lvl. 3)
 42: Yellow           (lvl. 3)
 43: Residential      (lvl. 3)
 44: Blue             (lvl. 3)
 45: Green            (lvl. 3)
 46: Residential      (lvl. 3)
 47: Red              (lvl. 3)
 48: Purple           (lvl. 3)
 49: Residential      (lvl. 3)
 50: Yellow           (lvl. 3)
 51: Blue             (lvl. 3)
 52: Green            (lvl. 3)
 53: Residential      (lvl. 3)
 54: Red              (lvl. 3)
 55: Purple           (lvl. 3)
 56: Residential      (lvl. 3)
 57: Yellow           (lvl. 3)
 58: Blue             (lvl. 3)
 59: Residential      (lvl. 3)
 60: Green            (lvl. 3)
 61: Red              (lvl. 3)
 62: Purple           (lvl. 3)
 63: Residential      (lvl. 3)
 64: Yellow           (lvl. 3)
 65: Blue             (lvl. 3)
 66: Residential      (lvl. 3)
 67: Green            (lvl. 3)
 68: Red              (lvl. 3)
 69: Residential      (lvl. 3)
 70: Purple           (lvl. 3)
 71: Yellow           (lvl. 3)
 72: Blue             (lvl. 3)
 73: Residential      (lvl. 3)
 74: Green            (lvl. 3)
 75: Red              (lvl. 3)
 76: Residential      (lvl. 3)
 77: Purple           (lvl. 3)
 78: Yellow           (lvl. 3)
 79: Residential      (lvl. 3)
 80: Blue             (lvl. 3)
 81: Green            (lvl. 3)
 82: Red              (lvl. 3)
 83: Residential      (lvl. 3)
 84: Purple           (lvl. 3)
 85: Yellow           (lvl. 3)
 86: Residential      (lvl. 3)
 87: Blue             (lvl. 3)
 88: Green            (lvl. 3)
 89: Residential      (lvl. 3)
 90: Red              (lvl. 3)
 91: Purple           (lvl. 3)
 92: Yellow           (lvl. 3)
 93: Residential      (lvl. 3)
 94: Blue             (lvl. 3)
 95: Green            (lvl. 3)
 96: Residential      (lvl. 3)
 97: Red              (lvl. 3)
 98: Purple           (lvl. 3)
 99: Residential      (lvl. 3)
100: Yellow           (lvl. 3)
101: Blue             (lvl. 3)
102: Green            (lvl. 3)
103: Residential      (lvl. 3)
104: Red              (lvl. 3)
105: Purple           (lvl. 3)
106: Residential      (lvl. 3)
107: Yellow           (lvl. 3)
108: Blue             (lvl. 3)
109: Residential      (lvl. 3)
110: Green            (lvl. 3)
111: Red              (lvl. 3)
112: Purple           (lvl. 3)
113: Residential      (lvl. 3)
114: Yellow           (lvl. 3)
115: Blue             (lvl. 3)
116: Residential      (lvl. 3)
117: Green            (lvl. 3)
118: Red              (lvl. 3)
119: Residential      (lvl. 3)
120: Purple           (lvl. 2)
121: Yellow           (lvl. 2)
122: Blue             (lvl. 2)
123: Residential      (lvl. 2)
124: Green            (lvl. 2)
125: Red              (lvl. 2)
126: Residential      (lvl. 2)
127: Purple           (lvl. 2)
128: Yellow           (lvl. 2)
129: Residential      (lvl. 2)
130: Blue             (lvl. 2)
131: Green            (lvl. 2)
132: Red              (lvl. 2)
133: Residential      (lvl. 2)
134: Purple           (lvl. 2)
135: Yellow           (lvl. 2)
136: Residential      (lvl. 2)
137: Blue             (lvl. 2)
138: Green            (lvl. 2)
139: Residential      (lvl. 2)
140: Red              (lvl. 2)
141: Purple           (lvl. 2)
142: Yellow           (lvl. 2)
143: Residential      (lvl. 2)
144: Blue             (lvl. 2)
145: Green            (lvl. 2)
146: Residential      (lvl. 2)
147: Red              (lvl. 2)
148: Purple           (lvl. 2)
149: Residential      (lvl. 2)
150: Yellow           (lvl. 2)
