  1: Lobby            (lvl. 0)
  2: Legendary Lounge (lvl. 0)
  3: Soda Brewery     (lvl. 1)
  4: Residential      (lvl. 2)
  5: Purple           (lvl. 2)
  6: Residential      (lvl. 2)
  7: Yellow           (lvl. 2)
  8: Blue             (lvl. 2)
  9: Residential      (lvl. 2)
 10: Green            (lvl. 2)
 11: Red              (lvl. 2)
 12: Purple           (lvl. 2)
 13: Residential      (lvl. 2)
 14: Yellow           (lvl. 2)
 15: Blue             (lvl. 2)
 16: Residential      (lvl. 2)
 17: Green            (lvl. 2)
 18: Red              (lvl. 2)
 19: Residential      (lvl. 2)
 20: Purple           (lvl. 2)
 21: Yellow           (lvl. 2)
 22: Blue             (lvl. 2)
 23: Residential      (lvl. 2)
 24: Green            (lvl. 2)
 25: Red              (lvl. 2)
 26: Residential      (lvl. 2)
 27: Purple           (lvl. 2)
 28: Yellow           (lvl. 2)
 29: Residential      (lvl. 2)
 30: Blue             (lvl. 2)
 31: Green            (lvl. 2)
 32: Red              (lvl. 2)
 33: Residential      (lvl. 2)
 34: Purple           (lvl. 2)
 35: Yellow           (lvl. 2)
 36: Residential      (lvl. 2)
 37: Blue             (lvl. 2)
 38: Green            (lvl. 2)
 39: Residential      (lvl. 2)
 40: Red              (lvl. 2)
 41: Purple           (lvl. 2)
 42: Yellow           (lvl. 2)
 43: Residential      (lvl. 2)
 44: Blue             (lvl. 2)
 45: Green            (lvl. 2)
 46: Residential      (lvl. 2)
 47: Red              (lvl. 2)
 48: Purple           (lvl. 2)
 49: Residential      (lvl. 2)
 50: Yellow           (lvl. 2)
 51: Blue             (lvl. 2)
 52: Green            (lvl. 2)
 53: Residential      (lvl. 2)
 54: Red              (lvl. 2)
 55: Purple           (lvl. 2)
 56: Residential      (lvl. 2)
 57: Yellow           (lvl. 2)
 58: Blue             (lvl. 2)
 59: Residential      (lvl. 2)
 60: Green            (lvl. 2)
 61: Red              (lvl. 2)
 62: Purple           (lvl. 2)
 63: Residential      (lvl. 2)
 64: Yellow           (lvl. 2)
 65: Blue             (lvl. 2)
 66: Residential      (lvl. 2)
 67: Green            (lvl. 2)
 68: Red              (lvl. 2)
 69: Residential      (lvl. 2)
 70: Purple           (lvl. 2)
 71: Yellow           (lvl. 2)
 72: Blue             (lvl. 2)
 73: Residential      (lvl. 1)
 74: Green            (lvl. 1)
 75: Red              (lvl. 1)
 76: Residential      (lvl. 1)
 77: Purple           (lvl. 1)
 78: Yellow           (lvl. 1)
 79: Residential      (lvl. 1)
 80: Blue             (lvl. 1)
 81: Green            (lvl. 1)
 82: Residential      (lvl. 1)
 83: Red              (lvl. 1)
 84: Purple           (lvl. 1)
 85: Residential      (lvl. 1)
 86: Yellow           (lvl. 1)
 87: Blue             (lvl. 1)
 88: Residential      (lvl. 1)
 89: Green            (lvl. 1)
 90: Red              (lvl. 1)
 91: Residential      (lvl. 1)
 92: Purple           (lvl. 1)
 93: Yellow           (lvl. 1)
 94: Residential      (lvl. 1)
 95: Blue             (lvl. 1)
 96: Green            (lvl. 1)
 97: Residential      (lvl. 1)
 98: Red              (lvl. 1)
 99: Purple           (lvl. 1)
100: Residential      (lvl. 1)
101: Yellow           (lvl. 1)
102: Blue             (lvl. 1)
103: Residential      (lvl. 1)
104: Green            (lvl. 1)
105: Red              (lvl. 1)
106: Residential      (lvl. 1)
107: Purple           (lvl. 1)
108: Yellow           (lvl. 1)
109: Residential      (lvl. 1)
110: Blue             (lvl. 1)
111: Green            (lvl. 1)
112: Residential      (lvl. 1)
113: Red              (lvl. 1)
114: Purple           (lvl. 1)
115: Residential      (lvl. 1)
116: Yellow           (lvl. 1)
117: Blue             (lvl. 1)
118: Residential      (lvl. 1)
119: Green            (lvl. 1)
120: Red              (lvl. 1)
121: Residential      (lvl. 1)
122: Purple           (lvl. 1)
123: Yellow           (lvl. 1)
124: Residential      (lvl. 1)
125: Blue             (lvl. 1)
126: Green            (lvl. 1)
127: Residential      (lvl. 1)
128: Red              (lvl. 1)
129: Purple           (lvl. 1)
130: Residential      (lvl. 1)
131: Yellow           (lvl. 1)
132: Blue             (lvl. 1)
133: Residential      (lvl. 1)
134: Green            (lvl. 1)
135: Red              (lvl. 1)
136: Residential      (lvl. 1)
137: Purple           (lvl. 1)
138: Yellow           (lvl. 1)
139: Residential      (lvl. 1)
140: Blue             (lvl. 1)
141: Green            (lvl. 1)
142: Residential      (lvl. 1)
143: Red              (lvl. 1)
144: Purple           (lvl. 1)
145: Residential      (lvl. 1)
146: Yellow           (lvl. 1)
147: Blue             (lvl. 1)
148: Residential      (lvl. 1)
149: Green            (lvl. 1)
150: Red              (lvl. 1)
151: Residential      (lvl. 1)
152: Purple           (lvl. 1)
153: Yellow           (lvl. 1)
154: Residential      (lvl. 1)
155: Blue             (lvl. 1)
156: Green            (lvl. 1)
157: Residential      (lvl. 1)
158: Red              (lvl. 1)
159: Purple           (lvl. 1)
160: Residential      (lvl. 1)
161: Yellow           (lvl. 1)
162: Blue             (lvl. 1)
163: Residential      (lvl. 1)
164: Green            (lvl. 1)
165: Red              (lvl. 1)
166: Residential      (lvl. 1)
167: Purple           (lvl. 1)
168: Yellow           (lvl. 1)
169: Residential      (lvl. 1)
170: Blue             (lvl. 1)
171: Green            (lvl. 1)
172: Residential      (lvl. 1)
173: Red              (lvl. 1)
174: Purple           (lvl. 1)
175: Residential      (lvl. 1)
176: Yellow           (lvl. 1)
177: Blue             (lvl. 1)
178: Residential      (lvl. 1)
179: Green            (lvl. 1)
180: Red              (lvl. 1)
181: Residential      (lvl. 1)
182: Purple           (lvl. 1)
183: Yellow           (lvl. 1)
184: Residential      (lvl. 1)
185: Blue             (lvl. 1)
186: Green            (lvl. 1)
187: Residential      (lvl. 1)
188: Red              (lvl. 1)
189: Purple           (lvl. 1)
190: Residential      (lvl. 1)
191: Yellow           (lvl. 1)
192: Blue             (lvl. 1)
193: Residential      (lvl. 1)
194: Green            (lvl. 1)
195: Red              (lvl. 1)
196: Residential      (lvl. 1)
197: Purple           (lvl. 1)
198: Yellow           (lvl. 1)
199: Residential      (lvl. 1)
200: Blue             (lvl. 1)
