  1: Lobby            (lvl. 0)
  2: Legendary Lounge (lvl. 0)
  3: Soda Brewery     (lvl. 1)
  4: Residential      (lvl. 2)
  5: Purple           (lvl. 2)
  6: Residential      (lvl. 2)
  7: Yellow           (lvl. 2)
  8: Blue             (lvl. 2)
  9: Residential      (lvl. 2)
 10: Green            (lvl. 2)
 11: Red              (lvl. 2)
 12: Purple           (lvl. 2)
 13: Residential      (lvl. 2)
 14: Yellow           (lvl. 2)
 15: Blue             (lvl. 2)
 16: Residential      (lvl. 2)
 17: Green            (lvl. 2)
 18: Red              (lvl. 2)
 19: Residential      (lvl. 2)
 20: Purple           (lvl. 2)
 21: Yellow           (lvl. 2)
 22: Blue             (lvl. 2)
 23: Residential      (lvl. 2)
 24: Green            (lvl. 2)
 25: Red              (lvl. 2)
 26: Residential      (lvl. 2)
 27: Purple           (lvl. 2)
 28: Yellow           (lvl. 2)
 29: Residential      (lvl. 2)
 30: Blue             (lvl. 2)
 31: Green            (lvl. 2)
 32: Red              (lvl. 2)
 33: Residential      (lvl. 2)
 34: Purple           (lvl. 2)
 35: Yellow           (lvl. 1)
 36: Residential      (lvl. 1)
 37: Blue             (lvl. 1)
 38: Green            (lvl. 1)
 39: Residential      (lvl. 1)
 40: Red              (lvl. 1)
 41: Purple           (lvl. 1)
 42: Residential      (lvl. 1)
 43: Yellow           (lvl. 1)
 44: Blue             (lvl. 1)
 45: Residential      (lvl. 1)
 46: Green            (lvl. 1)
 47: Red              (lvl. 1)
 48: Residential      (lvl. 1)
 49: Purple           (lvl. 1)
 50: Yellow           (lvl. 1)
 51: Residential      (lvl. 1)
 52: Blue             (lvl. 1)
 53: Green            (lvl. 1)
 54: Residential      (lvl. 1)
 55: Red              (lvl. 1)
 56: Purple           (lvl. 1)
 57: Residential      (lvl. 1)
 58: Yellow           (lvl. 1)
 59: Blue             (lvl. 1)
 60: Residential      (lvl. 1)
 61: Green            (lvl. 1)
 62: Red              (lvl. 1)
 63: Residential      (lvl. 1)
 64: Purple           (lvl. 1)
 65: Yellow           (lvl. 1)
 66: Residential      (lvl. 1)
 67: Blue             (lvl. 1)
 68: Green            (lvl. 1)
 69: Residential      (lvl. 1)
 70: Red              (lvl. 1)
 71: Purple           (lvl. 1)
 72: Residential      (lvl. 1)
 73: Yellow           (lvl. 1)
 74: Blue             (lvl. 1)
 75: Residential      (lvl. 1)
 76: Green            (lvl. 1)
 77: Red              (lvl. 1)
 78: Residential      (lvl. 1)
 79: Purple           (lvl. 1)
 80: Yellow           (lvl. 1)
 81: Residential      (lvl. 1)
 82: Blue             (lvl. 1)
 83: Green            (lvl. 1)
 84: Residential      (lvl. 1)
 85: Red              (lvl. 1)
 86: Purple           (lvl. 1)
 87: Residential      (lvl. 1)
 88: Yellow           (lvl. 1)
 89: Blue             (lvl. 1)
 90: Residential      (lvl. 1)
 91: Green            (lvl. 1)
 92: Red              (lvl. 1)
 93: Residential      (lvl. 1)
 94: Purple           (lvl. 1)
 95: Yellow           (lvl. 1)
 96: Residential      (lvl. 1)
 97: Blue             (lvl. 1)
 98: Green            (lvl. 1)
 99: Residential      (lvl. 1)
100: Red              (lvl. 1)
101: Purple           (lvl. 1)
102: Residential      (lvl. 1)
103: Yellow           (lvl. 1)
104: Blue             (lvl. 1)
105: Residential      (lvl. 1)
106: Green            (lvl. 1)
107: Red              (lvl. 1)
108: Residential      (lvl. 1)
109: Purple           (lvl. 1)
110: Yellow           (lvl. 1)
111: Residential      (lvl. 1)
112: Blue             (lvl. 1)
113: Green            (lvl. 1)
114: Residential      (lvl. 1)
115: Red              (lvl. 1)
116: Purple           (lvl. 1)
117: Residential      (lvl. 1)
118: Yellow           (lvl. 1)
119: Blue             (lvl. 1)
120: Residential      (lvl. 1)
121: Green            (lvl. 1)
122: Red              (lvl. 1)
123: Residential      (lvl. 1)
124: Purple           (lvl. 1)
125: Yellow           (lvl. 1)
126: Residential      (lvl. 1)
127: Blue             (lvl. 1)
128: Green            (lvl. 1)
129: Residential      (lvl. 1)
130: Red              (lvl. 1)
131: Purple           (lvl. 1)
132: Residential      (lvl. 1)
133: Yellow           (lvl. 1)
134: Blue             (lvl. 1)
135: Residential      (lvl. 1)
136: Green            (lvl. 1)
137: Red              (lvl. 1)
138: Residential      (lvl. 1)
139: Purple           (lvl. 1)
140: Yellow           (lvl. 1)
141: Residential      (lvl. 1)
142: Blue             (lvl. 1)
143: Green            (lvl. 1)
144: Residential      (lvl. 1)
145: Red              (lvl. 1)
146: Purple           (lvl. 1)
147: Residential      (lvl. 1)
148: Yellow           (lvl. 1)
149: Blue             (lvl. 1)
150: Residential      (lvl. 1)
