  1: Lobby            (lvl. 0)
  2: Legendary Lounge (lvl. 0)
  3: Soda Brewery     (lvl. 1)
  4: Residential      (lvl. 3)
  5: Purple           (lvl. 3)
  6: Residential      (lvl. 3)
  7: Yellow           (lvl. 3)
  8: Blue             (lvl. 3)
  9: Residential      (lvl. 3)
 10: Green            (lvl. 3)
 11: Red              (lvl. 3)
 12: Residential      (lvl. 3)
 13: Purple           (lvl. 3)
 14: Yellow           (lvl. 3)
 15: Residential      (lvl. 3)
 16: Blue             (lvl. 3)
 17: Green            (lvl. 3)
 18: Residential      (lvl. 3)
 19: Red              (lvl. 3)
 20: Purple           (lvl. 3)
 21: Residential      (lvl. 3)
 22: Yellow           (lvl. 3)
 23: Blue             (lvl. 3)
 24: Residential      (lvl. 3)
 25: Green            (lvl. 3)
 26: Red              (lvl. 3)
 27: Residential      (lvl. 3)
 28: Purple           (lvl. 3)
 29: Yellow           (lvl. 3)
 30: Residential      (lvl. 3)
 31: Blue             (lvl. 3)
 32: Green            (lvl. 3)
 33: Residential      (lvl. 3)
 34: Red              (lvl. 3)
 35: Purple           (lvl. 3)
 36: Residential      (lvl. 3)
 37: Yellow           (lvl. 3)
 38: Blue             (lvl. 3)
 39: Residential      (lvl. 3)
 40: Green            (lvl. 3)
 41: Red              (lvl. 3)
 42: Residential      (lvl. 3)
 43: Purple           (lvl. 3)
 44: Yellow           (lvl. 3)
 45: Residential      (lvl. 3)
 46: Blue             (lvl. 3)
 47: Green            (lvl. 3)
 48: Residential      (lvl. 3)
 49: Red              (lvl. 3)
 50: Purple           (lvl. 3)
 51: Residential      (lvl. 3)
 52: Yellow           (lvl. 3)
 53: Blue             (lvl. 3)
 54: Residential      (lvl. 3)
 55: Green            (lvl. 3)
 56: Red              (lvl. 3)
 57: Residential      (lvl. 3)
 58: Purple           (lvl. 3)
 59: Yellow           (lvl. 3)
 60: Residential      (lvl. 3)
 61: Blue             (lvl. 3)
 62: Green            (lvl. 3)
 63: Residential      (lvl. 3)
 64: Red              (lvl. 3)
 65: Purple           (lvl. 3)
 66: Residential      (lvl. 3)
 67: Yellow           (lvl. 3)
 68: Blue             (lvl. 3)
 69: Residential      (lvl. 3)
 70: Green            (lvl. 3)
 71: Red              (lvl. 3)
 72: Residential      (lvl. 3)
 73: Purple           (lvl. 3)
 74: Yellow           (lvl. 3)
 75: Residential      (lvl. 3)
 76: Blue             (lvl. 3)
 77: Green            (lvl. 3)
 78: Residential      (lvl. 3)
 79: Red              (lvl. 3)
 80: Purple           (lvl. 3)
 81: Residential      (lvl. 3)
 82: Yellow           (lvl. 3)
 83: Blue             (lvl. 3)
 84: Residential      (lvl. 3)
 85: Green            (lvl. 3)
 86: Red              (lvl. 3)
 87: Residential      (lvl. 3)
 88: Purple           (lvl. 3)
 89: Yellow           (lvl. 3)
 90: Residential      (lvl. 3)
 91: Blue             (lvl. 3)
 92: Green            (lvl. 3)
 93: Residential      (lvl. 3)
 94: Red              (lvl. 3)
 95: Purple           (lvl. 3)
 96: Residential      (lvl. 3)
 97: Yellow           (lvl. 3)
 98: Blue             (lvl. 3)
 99: Residential      (lvl. 3)
100: Green            (lvl. 3)
101: Red              (lvl. 3)
102: Residential      (lvl. 3)
103: Purple           (lvl. 3)
104: Yellow           (lvl. 3)
105: Residential      (lvl. 3)
106: Blue             (lvl. 3)
107: Green            (lvl. 3)
108: Residential      (lvl. 3)
109: Red              (lvl. 3)
110: Purple           (lvl. 3)
111: Residential      (lvl. 3)
112: Yellow           (lvl. 3)
113: Blue             (lvl. 3)
114: Residential      (lvl. 3)
115: Green            (lvl. 3)
116: Red              (lvl. 3)
117: Residential      (lvl. 3)
118: Purple           (lvl. 3)
119: Yellow           (lvl. 3)
120: Residential      (lvl. 3)
121: Blue             (lvl. 3)
122: Green            (lvl. 3)
123: Residential      (lvl. 3)
124: Red              (lvl. 3)
125: Purple           (lvl. 3)
126: Residential      (lvl. 3)
127: Yellow           (lvl. 3)
128: Blue             (lvl. 3)
129: Residential      (lvl. 3)
130: Green            (lvl. 3)
131: Red              (lvl. 3)
132: Residential      (lvl. 3)
133: Purple           (lvl. 3)
134: Yellow           (lvl. 3)
135: Residential      (lvl. 3)
136: Blue             (lvl. 3)
137: Green            (lvl. 3)
138: Residential      (lvl. 3)
139: Red              (lvl. 3)
140: Purple           (lvl. 3)
141: Residential      (lvl. 3)
142: Yellow           (lvl. 3)
143: Blue             (lvl. 3)
144: Residential      (lvl. 3)
145: Green            (lvl. 3)
146: Red              (lvl. 3)
147: Residential      (lvl. 3)
148: Purple           (lvl. 3)
149: Yellow           (lvl. 3)
150: Residential      (lvl. 3)
151: Blue             (lvl. 3)
152: Green            (lvl. 3)
153: Residential      (lvl. 3)
154: Red              (lvl. 3)
155: Purple           (lvl. 3)
156: Residential      (lvl. 3)
157: Yellow           (lvl. 2)
158: Blue             (lvl. 2)
159: Residential      (lvl. 2)
160: Green            (lvl. 2)
161: Red              (lvl. 2)
162: Residential      (lvl. 2)
163: Purple           (lvl. 2)
164: Yellow           (lvl. 2)
165: Residential      (lvl. 2)
166: Blue             (lvl. 2)
167: Green            (lvl. 2)
168: Residential      (lvl. 2)
169: Red              (lvl. 2)
170: Purple           (lvl. 2)
171: Residential      (lvl. 2)
172: Yellow           (lvl. 2)
173: Blue             (lvl. 2)
174: Residential      (lvl. 2)
175: Green            (lvl. 2)
176: Red              (lvl. 2)
177: Residential      (lvl. 2)
178: Purple           (lvl. 2)
179: Yellow           (lvl. 2)
180: Residential      (lvl. 2)
181: Blue             (lvl. 2)
182: Green            (lvl. 2)
183: Residential      (lvl. 2)
184: Red              (lvl. 2)
185: Purple           (lvl. 2)
186: Residential      (lvl. 2)
187: Yellow           (lvl. 2)
188: Blue             (lvl. 2)
189: Residential      (lvl. 2)
190: Green            (lvl. 2)
191: Red              (lvl. 2)
192: Residential      (lvl. 2)
193: Purple           (lvl. 2)
194: Yellow           (lvl. 2)
195: Residential      (lvl. 2)
196: Blue             (lvl. 2)
197: Green            (lvl. 2)
198: Residential      (lvl. 2)
199: Red              (lvl. 2)
200: Purple           (lvl. 2)
201: Residential      (lvl. 2)
202: Yellow           (lvl. 2)
203: Blue             (lvl. 2)
204: Residential      (lvl. 2)
205: Green            (lvl. 2)
206: Red              (lvl. 2)
207: Residential      (lvl. 2)
208: Purple           (lvl. 2)
209: Yellow           (lvl. 2)
210: Residential      (lvl. 2)
211: Blue             (lvl. 2)
212: Green            (lvl. 2)
213: Residential      (lvl. 2)
214: Red              (lvl. 2)
215: Purple           (lvl. 2)
216: Residential      (lvl. 2)
217: Yellow           (lvl. 2)
218: Blue             (lvl. 2)
219: Residential      (lvl. 2)
220: Green            (lvl. 2)
221: Red              (lvl. 2)
222: Residential      (lvl. 2)
223: Purple           (lvl. 2)
224: Yellow           (lvl. 2)
225: Residential      (lvl. 2)
226: Blue             (lvl. 2)
227: Green            (lvl. 2)
228: Residential      (lvl. 2)
229: Red              (lvl. 2)
230: Purple           (lvl. 2)
231: Residential      (lvl. 2)
232: Yellow           (lvl. 2)
233: Blue             (lvl. 2)
234: Residential      (lvl. 2)
235: Green            (lvl. 2)
236: Red              (lvl. 2)
237: Residential      (lvl. 2)
238: Purple           (lvl. 2)
239: Yellow           (lvl. 2)
240: Residential      (lvl. 2)
241: Blue             (lvl. 2)
242: Green            (lvl. 2)
243: Residential      (lvl. 2)
244: Red              (lvl. 2)
245: Purple           (lvl. 2)
246: Residential      (lvl. 2)
247: Yellow           (lvl. 2)
248: Blue             (lvl. 2)
249: Residential      (lvl. 2)
250: Green            (lvl. 2)
